#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:25:27;
6;
TA_VEST2_RDC	0	5000	255,0,0;
TA_SP5P_2_RDC R	0	5000	0,64,0;
TA_SP10P_2_RDC	0	5000	0,0,128;
TA_LAB_TOPO_RDC	0	5000	128,0,128;
CO_LAB_TOPO_RDC R	0	5000	255,255,0;
DBS_LAB_TOPO_RDC	0	5000	255,128,128;

#!(s);Date;Time;TA_VEST2_RDC;TA_SP5P_2_RDC R;TA_SP10P_2_RDC;TA_LAB_TOPO_RDC;CO_LAB_TOPO_RDC R;DBS_LAB_TOPO_RDC;
1737624617;23.01.2025;09:30:17;19;19;17.9;0;71.6;634;
1737625520;23.01.2025;09:45:20;19;19;17.8;0;71.6;666;
1737626423;23.01.2025;10:00:23;19;19;17.7;0;71.6;695;
1737627326;23.01.2025;10:15:26;19;18.9;17.7;0;71.6;727;
1737628229;23.01.2025;10:30:29;19;18.9;17.7;0;73.8;644;
1737629133;23.01.2025;10:45:33;19;19;17.7;0;73.8;612;
1737630036;23.01.2025;11:00:36;19;19;17.8;0;71.6;583;
1737630939;23.01.2025;11:15:39;19.1;19;17.9;0;73.8;666;
1737631842;23.01.2025;11:30:42;19.1;19;18;0;73.8;684;
1737632745;23.01.2025;11:45:45;19.1;19;18.1;0;76;666;
1737633648;23.01.2025;12:00:48;19.1;19;18.2;0;73.8;666;
1737634552;23.01.2025;12:15:52;19.1;19;18.2;0;73.8;677;
1737635455;23.01.2025;12:30:55;19.1;19.1;18.1;0;73.8;706;
1737636358;23.01.2025;12:45:58;19.1;19.4;18.5;0;73.8;695;
1737637261;23.01.2025;13:01:01;19.1;19.5;18.6;0;76;684;
1737638164;23.01.2025;13:16:04;19.2;19.5;18.8;0;76;601;
1737639068;23.01.2025;13:31:08;19.2;19.5;18.7;0;73.8;666;
1737639971;23.01.2025;13:46:11;19.2;19.6;18.8;0;76;655;
1737640874;23.01.2025;14:01:14;19.3;19.7;18.8;0;76;684;
1737641777;23.01.2025;14:16:17;19.3;19.6;18.8;0;76;738;
1737642680;23.01.2025;14:31:20;19.2;19.7;18.8;0;76;706;
1737643583;23.01.2025;14:46:23;19.2;19.6;18.8;0;73.8;677;
1737644487;23.01.2025;15:01:27;19.2;19.4;18.7;0;73.8;518;
1737645390;23.01.2025;15:16:30;19.2;19.3;18.7;0;73.8;666;
1737646293;23.01.2025;15:31:33;19.1;19.4;18.5;0;73.8;655;
1737647196;23.01.2025;15:46:36;19.1;19.3;18.4;0;76;677;
1737648099;23.01.2025;16:01:39;19.1;19.3;18.3;0;76;655;
1737649002;23.01.2025;16:16:42;19;19.2;18.3;0;73.8;677;
1737649905;23.01.2025;16:31:45;19;19.2;18.2;0;73.8;706;
1737650808;23.01.2025;16:46:48;19;19.2;18.2;0;73.8;601;
1737651711;23.01.2025;17:01:51;19;19.1;18.2;0;73.8;666;
1737652615;23.01.2025;17:16:55;19;19.1;18.2;0;73.8;666;
1737653518;23.01.2025;17:31:58;19;19.1;18.1;0;73.8;644;
1737654421;23.01.2025;17:47:01;19;19.1;18;0;73.8;644;
1737655324;23.01.2025;18:02:04;18.9;19.1;18;0;73.8;666;
1737656227;23.01.2025;18:17:07;19;19;18;0;73.8;677;
1737657131;23.01.2025;18:32:11;19;19;17.9;0;71.6;644;
1737658034;23.01.2025;18:47:14;19;19;17.9;0;73.8;634;
1737658937;23.01.2025;19:02:17;19;19;17.9;0;71.6;666;
1737659840;23.01.2025;19:17:20;18.9;19;17.9;0;73.8;562;
1737660743;23.01.2025;19:32:23;18.9;19;17.9;0;71.6;666;
1737661646;23.01.2025;19:47:26;18.9;19;17.8;0;71.6;684;
1737662549;23.01.2025;20:02:29;18.9;19;17.8;0;71.6;655;
1737663453;23.01.2025;20:17:33;18.9;18.9;17.8;0;73.8;612;
1737664356;23.01.2025;20:32:36;18.9;18.8;18.2;0;71.6;716;
1737665259;23.01.2025;20:47:39;18.9;18.8;18.2;0;73.8;684;
1737666162;23.01.2025;21:02:42;18.9;18.8;18.1;0;71.6;716;
1737667065;23.01.2025;21:17:45;18.9;18.7;18.1;0;71.6;677;
1737667968;23.01.2025;21:32:48;18.9;18.8;18.1;0;71.6;684;
1737668872;23.01.2025;21:47:52;18.9;18.7;18.1;0;73.8;634;
1737669775;23.01.2025;22:02:55;18.8;18.7;18.1;0;71.6;644;
1737670678;23.01.2025;22:17:58;18.9;18.7;18;0;71.6;666;
1737671581;23.01.2025;22:33:01;18.8;18.7;18.1;0;71.6;706;
1737672484;23.01.2025;22:48:04;18.8;18.7;18.1;0;71.6;666;
1737673388;23.01.2025;23:03:08;18.8;18.7;18;0;73.8;583;
1737674291;23.01.2025;23:18:11;18.8;18.7;18.1;0;71.6;677;
1737675194;23.01.2025;23:33:14;18.8;18.7;18;0;71.6;634;
1737676097;23.01.2025;23:48:17;18.8;18.7;18;0;73.8;634;
1737677000;24.01.2025;00:03:20;18.8;18.7;18;0;71.6;666;
1737677903;24.01.2025;00:18:23;18.8;18.7;18;0;71.6;634;
1737678806;24.01.2025;00:33:26;18.8;18.6;18;0;73.8;655;
1737679710;24.01.2025;00:48:30;18.8;18.6;18;0;71.6;695;
1737680613;24.01.2025;01:03:33;18.8;18.6;18;0;71.6;677;
1737681516;24.01.2025;01:18:36;18.7;18.6;18;0;73.8;677;
1737682419;24.01.2025;01:33:39;18.7;18.6;18;0;71.6;695;
1737683322;24.01.2025;01:48:42;18.7;18.6;17.9;0;71.6;706;
1737684226;24.01.2025;02:03:46;18.7;18.6;18;0;71.6;612;
1737685129;24.01.2025;02:18:49;18.7;18.6;18;0;73.8;695;
1737686032;24.01.2025;02:33:52;18.7;18.6;18;0;73.8;695;
1737686935;24.01.2025;02:48:55;18.7;18.6;17.9;0;73.8;706;
1737687838;24.01.2025;03:03:58;18.7;18.6;17.9;0;76;666;
1737688742;24.01.2025;03:19:02;18.8;18.6;17.9;0;73.8;623;
1737689645;24.01.2025;03:34:05;18.8;18.7;18;0;76;666;
1737690548;24.01.2025;03:49:08;18.8;18.7;18.1;0;76;695;
1737691451;24.01.2025;04:04:11;18.9;18.7;18.1;0;73.8;677;
1737692354;24.01.2025;04:19:14;18.9;18.8;18.1;0;76;644;
1737693257;24.01.2025;04:34:17;18.9;18.8;18.1;0;73.8;706;
1737694161;24.01.2025;04:49:21;18.9;18.8;18.2;0;76;695;
1737695064;24.01.2025;05:04:24;18.9;18.9;18.2;0;76;677;
1737695967;24.01.2025;05:19:27;19;18.9;18.3;0;76;655;
1737696870;24.01.2025;05:34:30;19;18.9;18.3;0;76;677;
1737697773;24.01.2025;05:49:33;19;18.9;18.3;0;76;706;
1737698677;24.01.2025;06:04:37;19;19;18.3;0;76;706;
1737699580;24.01.2025;06:19:40;19;18.9;18.3;0;76;612;
1737700483;24.01.2025;06:34:43;19.1;18.9;18.3;0;76;655;
1737701386;24.01.2025;06:49:46;19.2;18.9;18.3;0;76;716;
1737702289;24.01.2025;07:04:49;19.4;18.9;18.3;0;73.8;655;
1737703192;24.01.2025;07:19:52;19.4;18.9;18.3;0;76;684;
1737704095;24.01.2025;07:34:55;19.4;18.9;18.2;0;76;738;
1737704999;24.01.2025;07:49:59;19.4;18.9;18.2;0;76;655;
1737705902;24.01.2025;08:05:02;19.3;19;18;0;76;601;
1737706805;24.01.2025;08:20:05;19.3;19.1;18;0;76;655;
1737707708;24.01.2025;08:35:08;19.3;19.1;17.9;0;76;562;
1737708611;24.01.2025;08:50:11;19.2;19.1;17.9;0;76;644;
1737709515;24.01.2025;09:05:15;19.2;19.2;17.9;0;76;666;
1737710418;24.01.2025;09:20:18;19.2;19.2;17.9;0;76;594;
1737711321;24.01.2025;09:35:21;19.2;19.1;17.9;0;76;601;
1737712224;24.01.2025;09:50:24;19.1;19.2;17.9;0;76;716;
1737713127;24.01.2025;10:05:27;19.1;19.1;17.9;0;76;623;
1737714030;24.01.2025;10:20:30;19.1;19.1;17.9;0;76;634;
1737714934;24.01.2025;10:35:34;19.1;19.1;17.9;0;76;706;
1737715837;24.01.2025;10:50:37;19.1;19.1;17.9;0;78.5;666;
1737716740;24.01.2025;11:05:40;19.1;19.1;17.9;0;78.5;684;
1737717643;24.01.2025;11:20:43;19.1;19.1;17.9;0;78.5;623;
1737718546;24.01.2025;11:35:46;19.1;19;17.9;0;78.5;677;
1737719449;24.01.2025;11:50:49;19.1;19;18;0;78.5;644;
1737720352;24.01.2025;12:05:52;19.1;19.1;18.1;0;78.5;594;
1737721256;24.01.2025;12:20:56;19.1;19.1;18.3;0;78.5;644;
1737722159;24.01.2025;12:35:59;19.1;19.1;18.3;0;78.5;666;
1737723062;24.01.2025;12:51:02;19.1;19.1;18.5;0;76;655;
1737723965;24.01.2025;13:06:05;19.3;19;18.6;0;78.5;666;
1737724868;24.01.2025;13:21:08;19.2;19.1;18.6;0;78.5;655;
1737725771;24.01.2025;13:36:11;19.1;19.1;18.8;0;78.5;684;
1737726674;24.01.2025;13:51:14;19.1;19;18.8;0;76;655;
1737727577;24.01.2025;14:06:17;19.1;19.1;18.7;0;76;612;
1737728481;24.01.2025;14:21:21;19.1;19;18.6;0;76;677;
1737729384;24.01.2025;14:36:24;19.1;19;18.6;0;76;716;
1737730287;24.01.2025;14:51:27;19.1;19;18.6;0;76;684;
1737731190;24.01.2025;15:06:30;19.1;19;18.6;0;76;634;
1737732093;24.01.2025;15:21:33;19.1;18.9;18.5;0;78.5;684;
1737732996;24.01.2025;15:36:36;19.1;19;18.5;0;76;655;
1737733899;24.01.2025;15:51:39;19.1;19;18.6;0;76;706;
1737734802;24.01.2025;16:06:42;19.5;19;18.5;0;76;695;
1737735706;24.01.2025;16:21:46;19.1;19;18.5;0;76;655;
1737736609;24.01.2025;16:36:49;19.1;19;18.5;0;78.5;677;
1737737512;24.01.2025;16:51:52;19;19;18.5;0;76;695;
1737738415;24.01.2025;17:06:55;19;19;18.5;0;76;655;
1737739318;24.01.2025;17:21:58;19;19;18.5;0;76;695;
1737740221;24.01.2025;17:37:01;19;19;18.5;0;76;677;
1737741125;24.01.2025;17:52:05;19;19;18.5;0;76;666;
1737742028;24.01.2025;18:07:08;19;19;18.4;0;76;666;
1737742931;24.01.2025;18:22:11;19;19;18.5;0;76;623;
1737743834;24.01.2025;18:37:14;19;19;18.4;0;76;655;
1737744737;24.01.2025;18:52:17;19;19;18.4;0;73.8;677;
1737745640;24.01.2025;19:07:20;19;19;18.5;0;76;666;
1737746543;24.01.2025;19:22:23;19;18.9;18.4;0;73.8;677;
1737747447;24.01.2025;19:37:27;18.9;18.9;18.4;0;73.8;666;
1737748350;24.01.2025;19:52:30;18.9;18.9;18.4;0;73.8;684;
1737749253;24.01.2025;20:07:33;18.9;18.9;18.3;0;73.8;677;
1737750156;24.01.2025;20:22:36;18.9;18.8;18.5;0;73.8;677;
1737751059;24.01.2025;20:37:39;18.9;18.8;18.5;0;73.8;684;
1737751962;24.01.2025;20:52:42;18.9;18.8;18.5;0;73.8;677;
1737752865;24.01.2025;21:07:45;18.9;18.8;18.5;0;73.8;677;
1737753769;24.01.2025;21:22:49;18.9;18.8;18.4;0;73.8;644;
1737754672;24.01.2025;21:37:52;18.9;18.8;18.4;0;73.8;666;
1737755575;24.01.2025;21:52:55;18.9;18.8;18.4;0;73.8;716;
1737756478;24.01.2025;22:07:58;18.9;18.8;18.4;0;73.8;634;
1737757381;24.01.2025;22:23:01;18.9;18.8;18.4;0;73.8;695;
1737758284;24.01.2025;22:38:04;18.9;18.8;18.3;0;73.8;695;
1737759187;24.01.2025;22:53:07;18.9;18.8;18.3;0;73.8;684;
1737760090;24.01.2025;23:08:10;18.9;18.8;18.3;0;73.8;634;
1737760993;24.01.2025;23:23:13;18.9;18.8;18.3;0;73.8;695;
1737761897;24.01.2025;23:38:17;18.9;18.8;18.3;0;73.8;666;
1737762800;24.01.2025;23:53:20;18.9;18.8;18.3;0;73.8;684;
1737763703;25.01.2025;00:08:23;18.9;18.8;18.3;0;73.8;684;
1737764606;25.01.2025;00:23:26;18.9;18.8;18.3;0;73.8;644;
1737765509;25.01.2025;00:38:29;18.9;18.7;18.3;0;73.8;684;
1737766412;25.01.2025;00:53:32;18.9;18.7;18.2;0;76;644;
1737767316;25.01.2025;01:08:36;18.9;18.8;18.2;0;73.8;684;
1737768219;25.01.2025;01:23:39;18.9;18.7;18.3;0;73.8;684;
1737769122;25.01.2025;01:38:42;18.8;18.7;18.2;0;73.8;684;
1737770025;25.01.2025;01:53:45;18.8;18.7;18.2;0;73.8;644;
1737770928;25.01.2025;02:08:48;18.8;18.7;18.3;0;73.8;727;
1737771831;25.01.2025;02:23:51;18.8;18.7;18.2;0;73.8;684;
1737772735;25.01.2025;02:38:55;18.8;18.7;18.2;0;73.8;655;
1737773638;25.01.2025;02:53:58;18.8;18.7;18.2;0;71.6;0;
1737774541;25.01.2025;03:09:01;18.8;18.7;18.2;0;76;684;
1737775444;25.01.2025;03:24:04;18.9;18.8;18.3;0;76;716;
1737776347;25.01.2025;03:39:07;18.9;18.8;18.3;0;76;677;
1737777250;25.01.2025;03:54:10;19;18.8;18.3;0;76;684;
1737778153;25.01.2025;04:09:13;19;18.8;18.4;0;76;666;
1737779057;25.01.2025;04:24:17;19;18.9;18.4;0;76;677;
1737779960;25.01.2025;04:39:20;19.1;18.9;18.5;0;73.8;655;
1737780863;25.01.2025;04:54:23;19.1;18.9;18.4;0;76;684;
1737781766;25.01.2025;05:09:26;19.1;18.9;18.4;0;76;666;
1737782669;25.01.2025;05:24:29;19.1;18.9;18.5;0;76;655;
1737783572;25.01.2025;05:39:32;19.1;18.9;18.5;0;76;666;
1737784475;25.01.2025;05:54:35;19.2;19;18.6;0;73.8;655;
1737785379;25.01.2025;06:09:39;19.1;19;18.6;0;76;695;
1737786282;25.01.2025;06:24:42;19.1;19;18.6;0;76;684;
1737787185;25.01.2025;06:39:45;19.1;19;18.6;0;76;666;
1737788088;25.01.2025;06:54:48;19.1;19;18.6;0;76;634;
1737788991;25.01.2025;07:09:51;19.1;19;18.7;0;76;684;
1737789894;25.01.2025;07:24:54;19.1;19.1;18.7;0;78.5;666;
1737790797;25.01.2025;07:39:57;19.1;19.1;18.8;0;78.5;695;
1737791700;25.01.2025;07:55:00;19.1;19.1;18.7;0;76;644;
1737792604;25.01.2025;08:10:04;19;19.1;18.7;0;76;655;
1737793507;25.01.2025;08:25:07;19.1;19.1;18.7;0;76;655;
1737794410;25.01.2025;08:40:10;19;19.1;18.8;0;78.5;677;
1737795313;25.01.2025;08:55:13;19;19.1;18.7;0;78.5;706;
1737796216;25.01.2025;09:10:16;19.1;19.1;18.8;0;78.5;623;
1737797119;25.01.2025;09:25:19;19.1;19.1;18.8;0;76;612;
1737798022;25.01.2025;09:40:22;19.1;19.1;18.8;0;76;644;
1737798926;25.01.2025;09:55:26;19.1;19.1;18.8;0;78.5;655;
1737799829;25.01.2025;10:10:29;19.1;19.1;18.8;0;76;562;
1737800732;25.01.2025;10:25:32;19.1;19.2;18.8;0;76;677;
1737801635;25.01.2025;10:40:35;19.1;19.2;18.8;0;76;706;
1737802538;25.01.2025;10:55:38;19.1;19.1;18.8;0;78.5;677;
1737803441;25.01.2025;11:10:41;19.1;19.1;18.8;0;76;716;
1737804345;25.01.2025;11:25:45;19.1;19.1;18.9;0;78.5;684;
1737805248;25.01.2025;11:40:48;19.1;19.1;18.8;0;76;666;
1737806151;25.01.2025;11:55:51;19.1;19;18.9;0;76;706;
1737807054;25.01.2025;12:10:54;19.1;19;18.9;0;78.5;677;
1737807957;25.01.2025;12:25:57;19.1;19.1;18.9;0;76;677;
1737808860;25.01.2025;12:41:00;19.1;19;18.9;0;76;666;
1737809763;25.01.2025;12:56:03;19.1;19.1;18.9;0;76;677;
1737810667;25.01.2025;13:11:07;19.1;19;18.9;0;76;655;
1737811570;25.01.2025;13:26:10;19.1;19;18.9;0;78.5;677;
1737812473;25.01.2025;13:41:13;19.1;19;18.9;0;78.5;551;
1737813376;25.01.2025;13:56:16;19.2;19;18.9;0;76;666;
1737814279;25.01.2025;14:11:19;19.1;19;18.9;0;78.5;655;
1737815182;25.01.2025;14:26:22;19.2;19;18.9;0;76;695;
1737816085;25.01.2025;14:41:25;19.2;19;18.9;0;76;623;
1737816988;25.01.2025;14:56:28;19.2;19;18.9;0;76;684;
1737817892;25.01.2025;15:11:32;19.2;19;18.9;0;78.5;666;
1737818795;25.01.2025;15:26:35;19.2;19;18.9;0;78.5;738;
1737819698;25.01.2025;15:41:38;19.1;19;18.9;0;76;727;
1737820601;25.01.2025;15:56:41;19.1;19;18.9;0;76;727;
1737821504;25.01.2025;16:11:44;19.1;19;18.9;0;76;684;
1737822407;25.01.2025;16:26:47;19.1;19;18.9;0;78.5;677;
1737823310;25.01.2025;16:41:50;19.1;19;18.9;0;76;677;
1737824214;25.01.2025;16:56:54;19.1;19.1;18.9;0;78.5;644;
1737825117;25.01.2025;17:11:57;19.1;19;18.9;0;78.5;634;
1737826020;25.01.2025;17:27:00;19.1;19;18.9;0;78.5;655;
1737826923;25.01.2025;17:42:03;19.1;19;18.9;0;78.5;623;
1737827826;25.01.2025;17:57:06;19.1;19;18.9;0;76;666;
1737828729;25.01.2025;18:12:09;19.1;19.1;18.9;0;76;695;
1737829633;25.01.2025;18:27:13;19.1;19.1;18.8;0;73.8;727;
1737830536;25.01.2025;18:42:16;19.1;19;18.8;0;76;644;
1737831439;25.01.2025;18:57:19;19.1;19;18.8;0;73.8;706;
1737832342;25.01.2025;19:12:22;19.1;19;18.8;0;76;583;
1737833245;25.01.2025;19:27:25;19.1;19;18.7;0;76;634;
1737834148;25.01.2025;19:42:28;19.1;19;18.7;0;76;738;
1737835051;25.01.2025;19:57:31;19.1;19;18.7;0;76;716;
1737835955;25.01.2025;20:12:35;19.1;19;18.7;0;76;540;
1737836858;25.01.2025;20:27:38;19.1;19;18.6;0;76;677;
1737837761;25.01.2025;20:42:41;19.1;19;18.6;0;76;2650;
1737838664;25.01.2025;20:57:44;19.1;19;18.6;0;76;612;
1737839567;25.01.2025;21:12:47;19;19;18.6;0;76;738;
1737840470;25.01.2025;21:27:50;19;19;18.5;0;73.8;684;
1737841374;25.01.2025;21:42:54;19;19;18.5;0;76;644;
1737842277;25.01.2025;21:57:57;19;19;18.5;0;76;677;
1737843180;25.01.2025;22:13:00;19;19;18.5;0;73.8;666;
1737844083;25.01.2025;22:28:03;19;19;18.5;0;76;644;
1737844986;25.01.2025;22:43:06;19;19;18.5;0;73.8;677;
1737845889;25.01.2025;22:58:09;19;19;18.4;0;76;666;
1737846792;25.01.2025;23:13:12;19;19;18.4;0;76;644;
1737847696;25.01.2025;23:28:16;19;18.9;18.4;0;73.8;716;
1737848599;25.01.2025;23:43:19;19;18.9;18.4;0;73.8;677;
1737849502;25.01.2025;23:58:22;19;18.9;18.4;0;73.8;655;
1737850405;26.01.2025;00:13:25;18.9;18.9;18.4;0;73.8;634;
1737851308;26.01.2025;00:28:28;18.9;18.9;18.3;0;73.8;666;
1737852211;26.01.2025;00:43:31;18.9;18.9;18.3;0;71.6;695;
1737853114;26.01.2025;00:58:34;18.9;18.9;18.3;0;71.6;727;
1737854018;26.01.2025;01:13:38;18.9;18.9;18.3;0;71.6;634;
1737854921;26.01.2025;01:28:41;18.9;18.9;18.3;0;76;666;
1737855824;26.01.2025;01:43:44;18.9;18.9;18.3;0;73.8;684;
1737856727;26.01.2025;01:58:47;18.9;18.9;18.3;0;73.8;655;
1737857630;26.01.2025;02:13:50;18.8;18.8;18.2;0;71.6;677;
1737858533;26.01.2025;02:28:53;18.8;18.8;18.2;0;73.8;572;
1737859437;26.01.2025;02:43:57;18.8;18.8;18.2;0;73.8;706;
1737860340;26.01.2025;02:59:00;18.8;18.8;18.1;0;73.8;634;
1737861243;26.01.2025;03:14:03;18.8;18.8;18.1;0;73.8;666;
1737862146;26.01.2025;03:29:06;18.8;18.8;18.1;0;73.8;666;
1737863049;26.01.2025;03:44:09;18.8;18.8;18.1;0;73.8;655;
1737863953;26.01.2025;03:59:13;18.8;18.8;18.1;0;73.8;623;
1737864856;26.01.2025;04:14:16;18.7;18.8;18.1;0;73.8;583;
1737865759;26.01.2025;04:29:19;18.8;18.8;18.1;0;73.8;634;
1737866662;26.01.2025;04:44:22;18.7;18.7;18.1;0;73.8;623;
1737867565;26.01.2025;04:59:25;18.7;18.8;18;0;73.8;634;
1737868468;26.01.2025;05:14:28;18.7;18.7;18;0;73.8;738;
1737869372;26.01.2025;05:29:32;18.7;18.7;18;0;73.8;706;
1737870275;26.01.2025;05:44:35;18.7;18.7;18;0;71.6;684;
1737871178;26.01.2025;05:59:38;18.7;18.7;18;0;71.6;655;
1737872081;26.01.2025;06:14:41;18.7;18.7;17.9;0;73.8;644;
1737872984;26.01.2025;06:29:44;18.7;18.7;17.9;0;71.6;655;
1737873888;26.01.2025;06:44:48;18.7;18.7;17.9;0;71.6;655;
1737874791;26.01.2025;06:59:51;18.7;18.6;17.9;0;71.6;623;
1737875694;26.01.2025;07:14:54;18.7;18.7;17.9;0;71.6;644;
1737876597;26.01.2025;07:29:57;18.7;18.7;18;0;73.8;612;
1737877500;26.01.2025;07:45:00;18.7;18.6;18;0;73.8;695;
1737878404;26.01.2025;08:00:04;18.7;18.6;18;0;73.8;695;
1737879307;26.01.2025;08:15:07;18.7;18.6;18;0;71.6;684;
1737880210;26.01.2025;08:30:10;18.7;18.6;18;0;73.8;716;
1737881113;26.01.2025;08:45:13;18.7;18.6;18;0;73.8;677;
1737882016;26.01.2025;09:00:16;18.6;18.6;18.1;0;71.6;677;
1737882919;26.01.2025;09:15:19;18.6;18.6;18;0;71.6;738;
1737883823;26.01.2025;09:30:23;18.7;18.6;18;0;71.6;684;
1737884726;26.01.2025;09:45:26;18.7;18.6;18;0;73.8;677;
1737885629;26.01.2025;10:00:29;18.6;18.6;18;0;71.6;634;
1737886532;26.01.2025;10:15:32;18.7;18.6;18.1;0;71.6;666;
1737887435;26.01.2025;10:30:35;18.6;18.6;18;0;73.8;612;
1737888338;26.01.2025;10:45:38;18.7;18.7;18.1;0;73.8;655;
1737889242;26.01.2025;11:00:42;18.7;18.7;18.1;0;73.8;666;
1737890145;26.01.2025;11:15:45;18.7;18.8;18.2;0;73.8;655;
1737891048;26.01.2025;11:30:48;18.7;18.7;18.2;0;73.8;644;
1737891951;26.01.2025;11:45:51;18.7;18.7;18.2;0;73.8;677;
1737892854;26.01.2025;12:00:54;18.7;18.7;18.2;0;76;684;
1737893757;26.01.2025;12:15:57;18.7;18.7;18.2;0;73.8;655;
1737894660;26.01.2025;12:31:00;18.7;18.7;18.2;0;76;623;
1737895563;26.01.2025;12:46:03;18.7;18.7;18.2;0;76;666;
1737896467;26.01.2025;13:01:07;18.7;18.8;18.2;0;76;644;
1737897370;26.01.2025;13:16:10;18.7;18.8;18.2;0;76;684;
1737898273;26.01.2025;13:31:13;18.7;18.7;18.1;0;78.5;695;
1737899176;26.01.2025;13:46:16;18.7;18.8;18.1;0;76;666;
1737900079;26.01.2025;14:01:19;18.7;18.8;18.1;0;76;655;
1737900983;26.01.2025;14:16:23;18.7;18.8;18.1;0;76;655;
1737901886;26.01.2025;14:31:26;18.7;18.8;18.1;0;76;677;
1737902789;26.01.2025;14:46:29;18.7;18.8;18.1;0;76;644;
1737903692;26.01.2025;15:01:32;18.7;18.7;18.1;0;76;677;
1737904595;26.01.2025;15:16:35;18.7;18.7;18.1;0;76;655;
1737905498;26.01.2025;15:31:38;18.7;18.8;18.1;0;76;666;
1737906401;26.01.2025;15:46:41;18.7;18.8;18;0;76;706;
1737907305;26.01.2025;16:01:45;18.7;18.8;18;0;76;695;
1737908208;26.01.2025;16:16:48;18.7;18.7;18;0;76;677;
1737909111;26.01.2025;16:31:51;18.7;18.8;18;0;78.5;666;
1737910014;26.01.2025;16:46:54;18.7;18.7;18;0;78.5;623;
1737910917;26.01.2025;17:01:57;18.7;18.7;18;0;78.5;655;
1737911820;26.01.2025;17:17:00;18.7;18.7;18;0;78.5;716;
1737912724;26.01.2025;17:32:04;18.7;18.7;18;0;76;551;
1737913627;26.01.2025;17:47:07;18.7;18.7;18;0;78.5;644;
1737914530;26.01.2025;18:02:10;18.7;18.7;18;0;76;684;
1737915433;26.01.2025;18:17:13;18.7;18.7;18;0;78.5;655;
1737916336;26.01.2025;18:32:16;18.6;18.7;18;0;76;749;
1737917239;26.01.2025;18:47:19;18.6;18.7;18;0;76;666;
1737918143;26.01.2025;19:02:23;18.6;18.7;18;0;78.5;572;
1737919046;26.01.2025;19:17:26;18.6;18.7;18;0;78.5;644;
1737919949;26.01.2025;19:32:29;18.6;18.7;18;0;78.5;684;
1737920852;26.01.2025;19:47:32;18.6;18.7;17.9;0;78.5;634;
1737921755;26.01.2025;20:02:35;18.6;18.7;17.9;0;76;634;
1737922658;26.01.2025;20:17:38;18.6;18.7;17.9;0;78.5;655;
1737923561;26.01.2025;20:32:41;18.6;18.6;18;0;78.5;655;
1737924464;26.01.2025;20:47:44;18.6;18.6;18;0;76;677;
1737925367;26.01.2025;21:02:47;18.6;18.6;18;0;76;634;
1737926271;26.01.2025;21:17:51;18.6;18.6;18;0;78.5;695;
1737927174;26.01.2025;21:32:54;18.6;18.6;18;0;76;695;
1737928077;26.01.2025;21:47:57;18.6;18.6;18;0;76;634;
1737928980;26.01.2025;22:03:00;18.6;18.6;18;0;78.5;727;
1737929883;26.01.2025;22:18:03;18.6;18.6;18;0;76;666;
1737930786;26.01.2025;22:33:06;18.6;18.6;18;0;78.5;706;
1737931690;26.01.2025;22:48:10;18.6;18.6;18;0;78.5;601;
1737932593;26.01.2025;23:03:13;18.6;18.6;18;0;78.5;612;
1737933496;26.01.2025;23:18:16;18.6;18.6;18;0;76;583;
1737934399;26.01.2025;23:33:19;18.6;18.6;18;0;78.5;706;
1737935302;26.01.2025;23:48:22;18.6;18.6;18;0;78.5;666;
1737936205;27.01.2025;00:03:25;18.6;18.6;18;0;76;644;
1737937108;27.01.2025;00:18:28;18.6;18.6;18;0;76;677;
1737938012;27.01.2025;00:33:32;18.6;18.5;18;0;76;684;
1737938915;27.01.2025;00:48:35;18.6;18.6;18;0;76;666;
1737939818;27.01.2025;01:03:38;18.6;18.6;18;0;78.5;655;
1737940721;27.01.2025;01:18:41;18.6;18.5;18;0;78.5;684;
1737941624;27.01.2025;01:33:44;18.5;18.5;18;0;76;716;
1737942527;27.01.2025;01:48:47;18.5;18.6;18;0;78.5;666;
1737943430;27.01.2025;02:03:50;18.5;18.5;18;0;76;684;
1737944334;27.01.2025;02:18:54;18.5;18.5;18.1;0;78.5;655;
1737945237;27.01.2025;02:33:57;18.5;18.5;18.1;0;78.5;684;
1737946140;27.01.2025;02:49:00;18.5;18.5;18.1;0;78.5;655;
1737947043;27.01.2025;03:04:03;18.5;18.5;18.1;0;80.6;572;
1737947946;27.01.2025;03:19:06;18.6;18.6;18.1;0;76;695;
1737948849;27.01.2025;03:34:09;18.7;18.6;18.2;0;78.5;634;
1737949753;27.01.2025;03:49:13;18.7;18.7;18.2;0;76;695;
1737950656;27.01.2025;04:04:16;18.8;18.7;18.3;0;76;666;
1737951559;27.01.2025;04:19:19;18.8;18.7;18.3;0;76;684;
1737952462;27.01.2025;04:34:22;18.8;18.7;18.3;0;78.5;655;
1737953365;27.01.2025;04:49:25;18.8;18.7;18.4;0;76;634;
1737954268;27.01.2025;05:04:28;18.9;18.8;18.3;0;78.5;601;
1737955171;27.01.2025;05:19:31;18.9;18.8;18.3;0;76;634;
1737956075;27.01.2025;05:34:35;18.9;18.8;18.4;0;76;677;
1737956978;27.01.2025;05:49:38;18.9;18.8;18.4;0;76;508;
